id,question,choice_0,choice_1,choice_2,choice_3,choice_4,label,human_expl_open-ended
58c462a80331315d23e260a63a10cf81,Where is a variety of birds likely to be?,store,park,forest,air,countryside,4,the closest and most accurate option
5f2c5ae4bd5b241f2913f963b6dd7417,"The living conditions were poor, but the building wasn't condemned as they were still barely what?",adequate,poormouth,rich,enough,good,0,"The building is neither rich nor good, but since it wasn't condemned, it was barely adequate."
e9155ace50c2a2df0ec410252074d19a,Which coast are toll roads not near the pacific ocean on?,delaware,new jersey,eastern united states,connecticut,good repair,2,only location not near the pacific
24eace5901a17656b30a93eb1a7b7c09,Where would you put tin after you buy it?,hardware store,antique store,shopping bag,shed,landfill,2,Shopping Bags Online at India's Best Online Shopping Store for buy it
0a88cabd74ec6f40247dae2976cf8656,"Where can you buy clothing, sporting goods, and housewares?",backpack,house,department store,mall,table,2,Large stores can buy things
4d4dff4d94228c4d0dc33f84b1e5fd86,Where can you take your kids to buy things for them to play with?,disneyland,jungle,swimming pool,toy store,home,3,kids buy items from toy stores.
0769ddbf98e9ed81119aa5d21c8e0627,"When a person climbs a mountain and is breathing fresh air, which feeling are they likely to have?",exhilaration,clear head,feeling better,reviving,happiness,0,"Climbing a mountain and breathing fresh air can make you excited, which is what exhilarating means."
dc69b0d7c3bdf62e1c41aa7614994045,What might an unsuccessful writing program cause?,unexpected results,bugs,satisfaction,frustration,aggrevation,3,is the best since it is the best backup
ef4a41be738cd8249bd2ed496b67e74e,Sometimes people say that someone stupid has no what?,names,dress,brains,brown hair,two eyes,2,Brains is the only answer that makes sense/ what someone stupid would be lacking.
c0cec9ddb87716e83e63dbc1a5bd26ee,Where could you make a hole with your fist?,swiss cheese,football ground,ground,golf course,wall,4,People punch holes through walls with their fist
4183e97ce072a8cefc34baa6da21c229,If you legs are tired and you need to have a rest you should do what?,sleep,sit down,go to bed,run,closing eyes,1,sitting down is the best way to rest your legs
9d5821d8edec43533afd7985eef1c1e3,What happens to most people after playing tennis all day?,championship,becoming tired,tennis elbow,victory,friends,1,"all day is a long time to play tennis, one is bound to be exhausted."
3054fcf21cfc312a6b70fe8518d90146,Where does a television often display sports?,restaurant,living room,bar,apartment,house,2,Most bars play sports to engage the customers.
6fc9ac6432a5ba662321da6c9badfc4f,"After the sex she had spent the night at his house, he got up early to make and what?",love another,coffee,smoke,eat breakfast,wait for,3,Eating breakfast is the only thing that you can both make and eat
df6dfb16898c9a86e19b3248f6f1fd5d,"The king gave a speech about it being an auspicious day, but he was assassinated in the middle of it making it actually what?",ominous,coincidental,ruinous,inauspicious,disastrous,4,"disastrous The king gave a speech about it being an auspicious day,but he was assassinated in the middle of it making it actually what"
8a79547f4ce8214d761be14b572e4e75,When having food it is common to do what other act of consumption?,drinking,playing poker,sit,talk,being greedy,0,When eating you usually consume liquids which is why the answer would be C
25d00d6ae2f5be0bdeceaabeb924e214,What might someone do too much  of if they are experiencing stress?,clean house,use drugs,drink alcohol,hang out at bar,dream,2,Drinking alcohol is the only option that will help you relax.
d87cf723e5ae9f6978a8da3dc96f5f33,Where does a small farmer keep a potato after it's done growing?,root cellar,own kitchen,clam chowder,desk drawer,kitchen cabinet,1,Similarly the farmer kept potato their own kitchen and cabinet
54be656e3921c65f24d3c277118426f2,How can people gain new perspectives?,waste paper,tickle tarantulas,pay bills,change direction,travel abroad,4,Travelling abroad is the best way for people to experience new things and ideas.
77befd0818e1037d387f6e92341f84ef,"If a murderer killed people related to one's family, the family members would feel what when crying?",remorse,retaliation,terrible,anguish,wet,3,"When crying, one feels usually feels anguish over retaliation in the moment, although they may feel like retaliating later.  And they wouldn't feel remorse, since they hadn't done anything wrong."
3148f4b8fccf181433f0c6ee05c6ef5c,Drinking alcohol can make me lose this?,socialize,eating,fool,dance,sleep at night,4,Drinking will not cause you to lose dance
c20f4bfe27a5a32ee0375a969b5059e3,What are you likely to see on Independence Day?,groundhog,construction site,landmine,army,fireworks display,4,Fireworks events are often used during holidays.
7488058037b1adb0e554c33429be2ba3,Where can a shirt be found in a hotel room?,closet,drawer,garderobe,shelf,suitcase,4,The suitcase is the most likely place to find a shirt.
33295db0b16b79b7d2a9f9e088777a1b,What do you do to make sure that you are remembering?,bad time,closing eyes,answering question,stopping to think,forgetting,3,you need to think to remember
d8c7f34a60faa4da67eaf3c32e1ccf3c,Where can I drink beer or any other alcoholic beverage?,bar,vending machine,bottle,refrigerator,hockey game,0,A bar is the only place where you can   find any alcoholic beverage
2a1b3c459a4c1db219418f4923fee453,After killing people in a rage what is someone likely to feel?,stomach ache,retaliation,sadness,remorse,going to jail,3,Likely remorse is the first feeling one should have
82a3c455bcd5bb4306c9e788976d3187,Who is likely to use too much salt?,shaker,fast food restaurant,kitchen cupboard,people,table,1,place of employment of business
160c8be9bcfbb5ff1612524807f2666e,What did the friendly man do when meeting knew people to show he was happy?,say hello,start a conversation,introducing yourself,shake hands,smiling,4,smiling is a sign of happiness
296db1db228dfa69dcc96841eec11af3,Where does the sun set?,outer space,horizon,beach,west,beans,3,the compass point corresponding to west.
74f4ced9551c740435a0a865a926741d,"The agent of change had a loath feeling for the king, he would set for a plan to have him what?",recycled,inclined,disposed,avid,enthusiastic,2,"The loath feeling indicates a desire to be rid of the problem (the king), thus to have him disposed of."
fb615223481d7dded87dfa44fddc7b90_1,A poet may need to go where to achieve learning as an adult?,classroom,english class,university,book store,home,2,MATURITY COMES WHEN THE AGE REACHES 16
d2c9018d3d85df78aea2daede4613af8,Where would a kitchen towel be found?,cupboard,at hotel,linen closet,under a rock,locker room,0,"For practicality and convenience, a kitchen towel would be expected to be found in the kitchen, in a cupboard."
08635abd9b1b2fbe1bd3a23f03ceff63,"Matt had issues controlling his anger, what did he do when someone set him off?",destroy enemy,punch,cool off,write letter,illustrate point,1,Cooling off and illustrating points are things that calm people do.
04fd97d01bb72412e522d518cd781c3d,"When two people are doing the same thing, what do they tend to do?",read stories,compete,help,solve problems,give orders,1,Compete is the only likely way to have two people on the same task.
578148df712f5cf671ed57ab049811bb,Billy liked going to the party.  He enjoyed mixing.  He liked to do what?,plan,meet new people,getting drunk,have fun,the watusi,1,Parties are social events and mixing implies socializing with new company.
9e1ba4c0e2d20b17b816ff680d387c2e,After checking in at the ticket office the couple entered their prom in the school's what?,movie theaters,end of line,football field,auditorium,opera house,3,the auditorium is the best place to enter after checking in at the ticket office
64fe8b8cba88efac464f925432aebe70,What would a person do if they saw a bully make a person cry but they wanted no trouble?,courageous,step up,keep walking,cross street,do nothing,4,"If they didn't want any trouble, they would do nothing."
0a6661c9b51af7edf84bcd29b8b227b5,"The hipsters tried to take a disingenuous kooky approach to their cafe, they were soon out of business to the competitor who took what kind of approach?",mainstream,straight,right,conventional,uneccentric,3,"The disingenuous kooky approach didn't work, so I assume the conventional approach will work."
f87f40db71a56b5beda3194550202dc9,Where is a ballpoint pen best stored?,pocket,stationery store,backpack,desk drawer,bank,3,A desk drawer is the best place to store a ballpoint pen.
5fb3372c496912b91e5e8dfed21642a3,"If you cut when waiting at the ticket office, what should your punishment be?",auditorium,humans,opera house,death,end of line,4,"The other 2 options are where you would go with the ticket you bought, and would have assigned seats.  Cutting in line would be applicable in a line for tickets."
dd7a34d5e05f8a2aced68afd73b6e1e9,Success is usually a product of preparation and what?,awards ceremony,various situations,vocation,working hard,promotion,3,Working hands to make success
0fb1c89b3bbd8289dbefbf2b6492ffdf,What professional space is likely to have an air conditioner?,office building,texas,house,humid,warm climates,0,it is where people gather to work together as a job
3363b41959c57d904e96d433270ac3fa,The key to happiness while living life is to do more than what?,existing,happiness,early death,acquiring knowledge,being idle,0,IN EXISTING OR OPERATION AT THE CURRENT TIME
dc8ced2288ab849c9ae8dc670fd6e033,"He had said he would cook dinner, but first he needed to what?",hungry,buy a kitchen,buy food,buy groceries,eat food,3,If he is cooking then he wouldn't need to buy food (food most likely refers to already prepared food in this case).  He would need to buy groceries prior to cooking dinner.
1c3cd8e27a5b9dfcc29a4837c833fa3a,"Stopping being married to each other might seem like a negative thing as it is an end, but it can also be a beginning that brings what?",grief,confusion,relief,depression,happiness,4,"While divorce is a negative thing for many, it also bring about happiness because your stress will be reduced."
0c053a70275ed10239636c26ae0778ed,James and Jenny are good friends.  They spend a lot of time together and usually get home late.   Jenny is very smart and James likes to hear her doing something. What might James like to hear Jenny do?,tell story,sing,clean room,going out at night,jump rope,0,"Altho, it could be a number of different things she does, telling a story is the best choice listed here since it has to be something one can hear."
20412914a9295bb91f10d86fd2c7db93,If someone is free from guilt what are they likely to achieve?,peaceful sleep,freedom from want,medal,headache,new computer,0,"Choosing to control your conscious thoughts, habits, and environment can create many benefits to help you sleep better. Here are 10 ways to have peaceful..."
76138597c8e1f5a3bc8ed663794b7ac4,Danny hasn't experienced all that it means to be human yet.  He is missing something important.  What might he be missing?,space shuttle,library,school,love,wife,3,"Love is an American romantic comedy web television series created by Judd Apatow, Lesley Arfin, and Paul Rust, starring Gillian Jacobs,"
8c7474cf07456b05d3aeba46a27f9a62,What is it called when two people have the same point of view?,make love,when they hug,shake hands,agree with each other,work together,3,People agree with each other when they have the same point of view.
69077d96553b3155e96e78c3bd7b9414,What could happen after you were hiking for only a short time?,adventure,smile,cramps,sweating,give up,1,Smile is the only thing that could happen after you were hinking for only a short time.
b09cbd76b34df3c627c461e1973c8dcd,Where might people gather while they are waiting for a ride across town?,wedding,bus stop,convention,pool,apartment,1,"Weddings and conventions do not have reliable transportation provided, but bus stops usually do."
9fbf03e3d4e811104ace8f1a52e07e33,"I want to make a fortune selling houses, what should I study?",real estate,treasure chest,stock market,business,bank,0,Real estate is the only answer that involves the selling of houses and the commissions involved in the sales process.
0364531663dd7c20c42c3877314f84b9,"She had a bad habit of washing hands over one thousand times a day, what did she experience as a result?",health,become wet,skin irritation,dry skin,medium,3,Hand washing often can result in dry skin
98f35feb6c39efba204fa9d9d1a73dc3,"If there are people watching a priest, what is he doing?",on trial,drink coffee,believe in god,baptise,say mass,4,"you can't see a priest believe in god, you see him do something. People watch priests give mass, not drink coffee."
8495e948291e53deaec84cd2226a19f0,What can you do while driving to work that involves sound but does not require you to move your mouth?,anger,listen to radio,speed,sing,statue,1,Listen to the radio is the only option that would allow sound without using the mouth.
7d72ac3ec6bbc05bd2ab72cb201dcc05,Where does a marmoset roam free?,rainforest,kitchen,wilderness,dictionary,burrow,2,is the best option in all
946903e3c4a6fdeb9dda7ccb7179d877,Where does the red cross respond to a storm?,summer,tropics,blue shield,weather report,america,4,the red cross is an American Assosiation
0ff92539fcacccbc067a61d3b15f9168,"The sloth of a man was convicted of the crime caused by his apathy, he would spend at least a hundred hours finally doing a what?",commercial,three toed,civil service,paraguay,costa rica,2,the closest and most accurate option
3d3db167c2b6690bda403472ee918776,"The dog loved to run after ball, it would do it over and over until it would what?",get tired,ball stopped,fall and hurt yourself,breathe,catching,0,since he would do it if he could it suggests the dog is tired
7f761b386f1d73123469c759bcf00e34,Where can a human relax?,workplace,park,church,war zone,jail,1,is the best option in all
697d773f9edbd76c17c52c3676da12e9,Where could you find many people standing inside?,school,supermarket,street corner,public place,space shuttle,3,Public place is the only place people could stand inside.
bda8a377b8fbd98c85ed8df2c900dd58,What can large amounts of water do over long periods of time?,room temperature,thin blood,make parks,take several forms,move mountains,4,large amounts of water is one way that mountains get moved
e8670bf47395eddcbe78be40d1268886,What can be the feeling of someone  giving assistance?,death,trouble,happiness,pleasure,feeling good,4,"when people are helped, it makes us feel good"
b911add817e29d2b386e001a77306098,John lives in a farmhouse.  There are many farmhouses close together.  You might describe this place as what?,farming community,city,rural area,framer,michigan,0,When many people have farmhouses close together they form farming communities.
c44b25b384a210b1629b93b7aa55b13a,Why would you stop chatting with friends?,learning about,meeting,misunderstanding,laughter,silliness,2,A misunderstanding would be the best reason to stop speaking to friends.
e9b7c8f08faef65e61e1b118876e3e43,"The friends enjoyed getting together to play cards, even though one of them always won because he was what?",winning,bored,have fun,excellent,good at,4,"If someone always won, so he is good at it."
b54bd3c78eeabe428fe9644052c452ec,Where would a dance club be the furthest in the same direction as the side that won the Civil War?,ohio,downtown area,michigan,south,united states,2,"Michigan is a midwestern U.S. state bordering 4 of the Great Lakes. It contains more than 11,000 inland lakes, spread across its lower and upper peninsulas."
8d5779acb8f48c46848d306d029618ac,What does someone gain from getting divorce?,poorer,sadness,depression,tears,freedom,4,Some people feel trapped or like there are too many rules and expectations when married so they feel a sense of freedom to do as they please upon divorce.
7a25212f4193919634c3fef9a01e1aa9,"The chief of police was answering questions as fast as possible, what was he trying to avoid?",anger,teaching,confusion,panic,satisfaction,3,panic The chief of police was answering questions as fast as possible
59e461b0e4c90b34a7b1224f8c551278,What do you compete against someone in?,fair,false start,competitive,in competition,practice,3,competition is the only place you compete
ac6f1859c4368a8150317e64c5af71f2,Where are you likely to find a corner shop selling hats?,subway,street corner,england,town,minnesota,2,England has a lot of corner shops that sell items such as hats.
f31499ddfdaf9d9d62e465ac9ede0d8e,How can someone use their thinking to do things a new way?,new perspectives,knowledge,sense,best way,figure out,0,is the best option in all
cee9342bb8b93f1cc066158fbf857187,What is a good way to get food hot?,fridge,field,oven,table,cupboard,2,The only selection that provides heat to food is Oven.
89bab8e47291611a4417922dda68ec67,"When children are in a hurry, what might they do?",play video games,teach parents,reach over,run,rush around,4,"When you are in a hurry, you tend to rush so that you can get the desired results in the desired time."
982e10669069ceae90057f663e1d775c,Where would you get some tin if you do not have any?,cupboard,hardware store,antique store,shop,grocery store,1,A tin is something will find in a hardware store.
a19df8b6088f5fb5012fbb85c7f56c9e,Why do people start to play sports at the gym?,practice,compete,to have fun,get in shape,stretch,3,The gym is the main place people go to get in shape.
3a8c0cacf6ee0d0dd0588e32ed0c7c6a,If a person has nothing they have to do they are said to have what?,poor,know everything,headache,spare time,make more money,3,"Becuase ""nothing to do"" will amount to free or spare time"
afcfb0c4e9ad64c02544452283032354,What does a person do at the end of the day?,make money,cross street,sleep,draw attention to themselves,come home,4,"Home is the place to relax, rest, and sleep"
ca736faebf0b8c85cca5d06a0406bf5d,The work was pure math.  It couldn't be what to practical applications?,contaminated,dirty,smoothed,corrupt,applied,4,Applied is the only action likely to practical applications.
46e1ae6fc5b118e95c9e7fa4afde929a,How does a maid start her work?,cleaning house,bathroom,clean room,clean house,airing sleeping room,2,this is the work of the maid
9592a675ad7868daf692511952702eb8,Where do kids in elementary school keep grapes?,kitchen,wine country,fridge,lunch box,food store,3,"the only specific place that kids would keep grapes is a lunch box, otherwise grapes would be in a fridge"
a0d3f987d666a9ac71e41de4bef84ebf,Why do people go to see others playing baseball?,pain,delight,entertainment,stupid,fun,2,It is entertaining to watch others perform in professional competitions.
7601474e5dd65ccf90381e1f51d728f1,How is cheese kept freshest?,burger,market,refrigerator,pizza,plate,2,cheese requires refrigeration - pizza and market don't apply
e86d43799710e7ac282af7748eb526a2,What do people who are construction workers do?,make music,build houses,talk to each other,make gingerbread houses,complete sentences,1,"construction workers build things, they don't write sentences or make music"
0e684d779d98e6eecda167c10af42bbb,Where might an expressway leave the Us to go?,large city,canada,country,map,highways,1,"if you're leaving the US in a car, you're going to Canada or Mexico"
eb0e2531d6ca95cd708fd0c955cc90cc,What is needed when creating art that includes singing?,enlightenment,communication,voices,controversy,pride,1,You need to be able to communicate to sing.
9dec897817664f9f59b7e852060bbc2c,What does eating hamburgers to fast lead to?,gaining weight,stomach ache,gain weight,get full,constipation,1,Hamburgers are not good for health. It will lead to stomach ache.
f59ceeb93ae6ea3f529b48ec86c2c300,When you want to see new items what do you have to do?,go to movies,open eyes,have eyes open,ask,look for,1,Open Eyes Project is a company that organizes sustainable trips in India. We have been working since 2011 to make vacations special for everyone. Our trips ...
7a1c47ac7a50c09e7e9dbb139c2e05d2,Where do soldiers not deployed eat their food?,neighbor's house,at home,military base,shelf,kitchen,2,"A soldier who is deployed is not living at their home base, but has been moved to the field."
2d826ec5cd99719720abe1e357e7d9fb,The steel cable could be used to pull the tug if Steve had what?,winch,wrench,suspension bridge,factory,ship,0,You would use a winch to pull a tug
9666032420aa58db4b92f061e68e09df,What does eating lunch accomplish?,having energy,satisfy hunger,feel full,feel sleepy,drowsiness,1,eating any meal satisfies hunger
1814eb187daa7c4f4f168c56ca216311,"The team was able to communicate effectively, they knew what each other would what?",send email,talk with people,ring up the president of bermuda,think,speak to,3,"thinkThe team was able to communicate effectively,they knew what each other would what?"
80881c10ef15c0ccc5ef71aeb32d175f,The president keeps his pajamas where?,white house,corporation,closet,country,government,0,WHITE HOUSE IS THE AFFILITED PLACE TO LIVING
e222098f62b559cac36f9b9da0027aef,"Sam likes to eat in restaurants, but he always forgets to do what?",make reservations,polite,prepared to pay,drinking wine,pay the bill,0,Making reservations is the only thing that is relevant to the fact that he likes to eat in restaurants.
3c22ab65af7efb5ddd9f2b791fdbf994,What does a server need to be to serve customers well?,polite,commercial,make money,drivers license,smile,0,because being polite is an important aspect when you are serving customers the way you should
dfb77a8848a067dde9e06750dda37849,Where would you put something after an iron has been used on it?,ironing board,house,linen closet,laundry room,kitchen,2,I consider it the best option because they have to be more true
c2e53054e288dcd5d352770fbfe10689,Though they were more safe in the basement the weather still put them what?,precarious,unprotected,in danger,dangerous,at risk,2,in danger safe is more important
aef76fe6f883d9c068899ac9b64c3123,John plays brass instruments in a band that has a lot of diverse people in it and many different instruments.   They mostly play at clubs.  What sort of band might he be in.,rubber band,annoy mom,brass band,marching band,jazz band,4,A brass instrument is a musical instrument that produces sound by sympathetic vibration of air in a tubular resonator in sympathy with the vibration of the player's ...
d66709bc715fe091f798bfd12ed619a6,Waiting for a bus that has already came and went would be an example of bad what?,timing,getting bored,patience,expenditure of time,public transportation,0,It is a bad example of timing because you want to be waiting before the bus comes.
12da6d9e8fd4da292e72cd6cc6d18959,"Washing clothes at the laundromat was time consuming, most people waited and would do what?",time,singing,getting wet,socks,watch tv,4,Laundromats typically have tvs.
9a4039c873d179816f6d6bc43cea2a2d,Where do investment bankers hang out in the suburbs?,wall street,city hall,monopoly game,michigan,country club,4,"Country clubs are found in suburbs, wall street is not. There are suburbs in more places than Michigan."
a0db2a4538f37298c6c984beeb3598e7,"The person was shocked when the FBI talked to her about some facebook posts, what did the person want?",money,food and water,freedom of information,compliments,freedom of expression,4,"Frequently, this includes individual liberty and freedom of expression."
305e27393c919da8e1e8255b539f8194,"The teacher could write off paper clips, this was because they were necessary for her what?",drawer,fashioned into simple tools,desktop,university,work,4,A teacher goes through a lot of paper clips to complete their work.
4456b3a52937bb7ea464a55c6a677ef7,"The class got to tour the launch pad, one student looked up imagining all the shuttle launches from where?",nasa,space center,movie,florida,cape kennedy,4,"Cape Kennedy is the only physical location that real space launches occur, if kids are on the pad that means they're at an actual location."
bce375c974fb86e3dff6a053279ac485,"You'd find a metal rod or two in welding, home improvement, and manufacturing whats?",broken bone,construction site,shops,cars,engine,2,All three of these are not applicable to construction sites and engines
560ce8260e71c64ca0530266bfb0e51d,"When deciding how to shop cereal, what decision to most cereal manufacturers make?",cabinet,box,fridge,cupboard,mouth,1,It is best preserved in a box
5483aa853aa126640a576fcaa7c62b28,Where can you find the U.S. federal government?,washington d.c,canada,country,capitol building,democracy,0,The federal government is and always has been located in DC
8a6c66523adf3436972b0c1bdea304b8,What can you use hear other people but not be heard yourself?,television,radio,telephone,mouth,song,1,people cannot hear you on the radio unless you call in
9e127786e94ffe3b878aaa485972f6cc,"If I'm not free, what am I?",paid for,enslaved,expensive,imprisoned,locked up,3,Being imprisoned it the most obvious factor of not having freedom.
6381c7f26bc55762318b8fbb5d5979bf,"The toddler is awaking from a nap, what doesn't he feel anymore?",nervous,eyes opening,getting out of bed,tiredness,discomfort,3,Sleeping gets rid of tiredness and is why a person sleeps.
ca904db5861f745c71cf8254aad861ce,"If you think that the surface of the road is not good, what would you do?",object,yell,tetrahedron,mirror,lake,0,An objection is a great way to show disagreement about the way things are.
9317ffa1a80aa68919e85603093c3124,What does a person try to do in a dangerous situation?,compliments,stay alive,high wages,husband or wife,talk fast,1,". A dangerous person, animal, thing, or activity could harm you: 2. able or likely to cause harm or death, or unpleasant problems"
2020facfb2e640e358197808fdfc6eb6,What does a person do in a garden?,work,catch cold,plant flowers,gain respect,fish lake,2,A garden is a place where flowers grow.
a58c8f96dc09ea75a0d011f5c16081e0,"He turned off his phone to avoid every single call, all anybody was going to hear from him today was his what?",office,answering machine,voice mail,telephonelines,message,2,Phone IS Turn Off On Call Via Voice Mail
4e0447e355053e8aac9ee2b24d913079,A monkey with a knife was spotted picking bananas from a tree.  Where might that monkey have been?,nigeria,brazil,south american country,rain forest,works,2,South American country is the only place where many people believe bananas can be picked.
f7079f5ed1f892b69bea8fa2848ccbde,"The artificial intelligence was constantly analysing the data, it was programmed to always be what?",learning more about,healing,better knowledge,enlightened,change,0,"To constantly be analyzing data, the artificial intelligence is constantly learning more information."
c8afb904fb416144f54494d6351fe619,In December how can you throw water at your friends?,tsunami,puddle,snowball,glass,backpack,2,Snow is precipitation in the form of ice crystals and is very common in December.
cb3f117b451b699384abd2bcc725ef32,John is drinking down the highway and he's quite lost.  Where might he go to buy a map?,taco bell,truck stop,amusement park,atlas,classroom,1,Truck stops are all along the highway
e61bba37cc26557351f54045b2568f83,Jerry was entertaining because he had a super sense of humor.  He brought what to many people?,laughter,excitement,like,favors,happiness,0,Laughter and sense of humor go hand in hand.
5cf2d3689207401e76e59afbeba92367,Where would you find a railing you hold on to while moving up?,the moon,park,porch,flight of stairs,railway station,3,you would need a rail to hold up a flight of stairs
866deeda79fe257ffcfc08c674962894,"A snake is not something you want to come across on a plane, but it's most likely to happen while out in mother what?",nature,pet shop,georgia,tropical forest,france,0,House is the only place that is not likely to sell a lantern.
22d88ce7126cfd097cd03bb78c1de8c7,What do you need to be able to understand testimony after hearing testimony?,ears,careful listening,change of heart,ability to hear,sleepiness,1,"When you hear, you know someone is talking, but when you listen, you UNDERSTAND what is being talked about"
e2e2973fab938a6fed6630de4113ab62,Who might end up with a wound from lying in bed?,patient,hospital,emergency room,senior citizen,injured person,0,it indicates a person
7d92bababd45d3676769a5b7c57747e6,Sarah wanted to surprise her husband. He failed because he had already down what what regarding the trip?,predictable,known about,bland,bought tickets,sneaky,1,if he knew about it wouldn't be a surpise
2ef392562809a7e365eb4fbefcf6b245,What does a police officer in their sixities?,retire,direct traffic,case,fine person for speeding,order to stop running,0,Many police officers retire in their sixities.
77bd316f5c5b5a38985678322ff99baf,Where is a good place to be an automobile?,garage,driveway,repair shop,junk yard,exit ramp,1,driveway is a good place to be an automobile
d0f6be91ef071b5a5a4a9a84c5138446,What is the goal of a poor person having food?,digesting,being full,will not starve,survive,getting fat,2,will not starve is the goal of a poor person having food
caccaa51ee960a92d44e5b949fc35a66_1,"He didn't know a blowfish was edible, he was surprised to see it at the what?",desert,sea water,fish market,books,france,2,"fish market know a blowfish was edible,he was surprised to see it at the what?"
c8d16890c903df672564f7fc88f91b1d,Sally wanted to keep her saltshaker some place where she could find it but where it would be out of the way.  Where might she have put it?,dinner table,table setting,own kitchen,kitchen counter,cabinet,4,it is safe and useful for that place
a685b4c9809b57a8e616ce01fb779355,"How might we get so far up into the air around Earth, we cannot be seen?",balloon,space shuttle,supermarket,house,rocket,1,"A balloon can take you high, but not so far that you can't be seen from earth. You need a spacecraft for that. The space shuttle is a spacecraft."
2f432b7da8cd23b9422d402c10c3a8ef,Where would a loose weasel cause the most destruction?,beach,michigan,great britain,hen house,forrest,3,It would kill the hens in the hen house.
266a12a43b20c55c72dfed2f7fad8ae7,What might people do to protect their legs from getting dirty on the farm?,wear jeans,milk cow,believe in god,avoid mud,plant flowers,0,Jeans cover over legs.
f2d27508d39eb7227b7ec6a750172342,Where is a good place to find a plate in the home?,cabinet,table,dishwasher,fridge,restaurant,0,"Cabinet is most specific, tables only have plates during meal times, restaurant is outside of the home."
2ad01eae74aa4cf404dc3f535437ee8b,"Some people hate attending meeting, they're worried it'll bore and they will what?",fall asleep,being laid off,result,understanding,have fun,0,"when something is boring and you can't pay attention, you drift off and fall asleep"
c54f7c7b41adba23799290ef5ec1969b,Why do parents tell kids to play games?,mental aptitude,happiness,winning,competitiveness,entertainment,4,entertainment parents tell kids to play games?
65178ad58300ac694f0f033732e92769,What does a bus station have to be near?,eat cake,maps,enter bus,city centre,street,4,A bus station has to be located on a street because a bus has to drive on the street to get there.
ed67b8ad82f4376b72b2cee00a821813,What do you want to do when you go to performance that is interactive?,know where,leave,experience,applaud,admiration,2,People like experiencing things that are interactive.
a3770804658619298ef7ef21d0ddca57,What does someone committing perjury likely doing?,great anxiety,lies,guilt,testify,object,1,IF ANY ONE TELL THAT PERJURY
3dd6d33651955c04246b02360eea173f,What do people break into a brownstone to steal?,ring,subdivision,live in,new york city,circlet,0,it is an item that they could steal from a house
e4316a8b6ad26ba2a4fd101329e068c3,"She enjoyed the song, it was a famous one about a girl with eyes that where what?",sad,green,tear up,brown,blue,3,The Frog and the Nightingale Summary along with ... He has published six books of poetry and three novels
b47ea68eb00179cecc6acae3953982a9,What may jogging make you feel like?,increased heart rate,improved health,frightened,shin splints,being tired,4,Being tired is the only option of how you feel after jogging. The other two are biological responses.
151c8d50b36bd6c5057a4225ee084f51,"A wild animal got in and destroyed the carpeting, who is likely at fault?",cub,istanbul,home or office,man,bedroom,0,The cub got in and destroyed the carpet
6eeed1adf634167228ae78ca419ff0c3,Where does an audience come every week to listen to a person speaking?,hockey game,church,sporting event,movie theater,phone call,1,In a church people listen to a priest or pastor speak.
e736d91a3d08609b59dbe835d1719bf4,"The children all got their shot to become actors, the school was putting on a what?",movies,television,fancy dress,play,show,3,the children play to actor
c3ccee4a194578113dee174429927695,"If a person has clean laundry in the basement, what will they have to do in order to put it away in the bedroom?",die at home,cross street,climb stairs,make dinner,love objects,2,"If they have a basement, they have multiple floors. Most homes have stairs to climb."
5fc222d1f5789f3e3ff88fa5422793bc,What would people do if they need money badly?,part company,go swimming,criminal,commit crimes,believe in god,3,Committing a crime is a desperate way to get money.
27159f628695202ebbbd6db121410abe,Where might someone have a statement printed?,mail,newspaper,smartphone,press release,letter,1,We can see statement printed in a news paper
64811123ff6687465ec1ea8ea434661e,When shopping for an expensive product you should do what to make sure you get the best deal?,compare prices,standing in line,meeting friends,live without it,purchasing,0,Only comparing prices you can have multiples of it so you can decide the best deal.
410c9d4a576d011741dea004bcbc48c2,Where do you typically find a lizard generally?,backyard,rock wall,great outdoors,garden,stream bed,2,is the best option in all
f9b57805f4bc1b19bc89609785bb7a9e,What do you build when you exercise vigorously?,need for food,sweating,muscles,fitness,thirst,4,"You don't ""build"" sweat when exercising and thirst is a common side effect of exercise"
c1580195c5a6ca0cbd5a7285a5b06d46,A surprising strike is likely to start this. What is it?,funny,frightened,humor,fight,labor problems,3,A strike is another way of saying punch or kick which would be involved in a fight.
456fd14f11867cd3bd551c42f2f4343f,Where would a snake hide before ambushing prey?,burlap sack,closet,pet shops,hot country,deep grass,4,Deep grass is one of the best places for a snake to hide.
b2d4e5478efbb21a20675b1a5c551fba,"They were hoping to attract visitors, so they installed lights, where were they installed?",carnival,plane,yatch,turned at night,building,0,A carnival is a place where you want to attract visitors.
fb9d4b329bb7cc51ecdc207cebe9002d,Where is the ficus tree native to?,apartment,zoo,dictionary,tropical forest,middle east,4,Because a ficus tree lives in desert environments.
3bd18a79854cd80f8f303d3118a5d5ed,"Killing people wasn't enough for him, he was out for revenge and wanted to cause them what?",anger,joy,vengeance,anguish,terrible,3,Anguish is cuased by someone wanting revenge.
339dbff196404f63ac8660da1033bfee,Where can someone find a shiny advertisement?,magazine,email,store,bus,closet,0,because I think it's the closest one
2a3a8a0eb9c37001a0b690fc8a60de37,Why does a person go to a soup kitchen?,own house,oral sex,statue,in mail,free food,4,The want to eat and the place is free.
