id,question,choice_0,choice_1,choice_2,choice_3,choice_4,label,human_expl_open-ended,nle,max_shap_value
7085c1e49eaef1954d152674616e3882,The humorous is a bone located where?,tomb,animal,arm,museum,comedy club,2,this is the location of which the bone is found,"The humorous is located in the arm of the person being humorous.  It is typically found in the form of a physical or mental pun, joke, or exaggeration.",0.1305976186413318
4ab2b30c32c7027e57e71eb1ae593ad1,What would happen if you are loving another and he or she loves you?,infatuation,heartache,wonderful,happiness,peace,3,because I think it's the closest one,"When two people are in love, their feelings are so strong that anything is possible. The love between them can bring them joy, comfort, and a sense of fulfillment.",0.06767485468299128
39717837a5bbad78d7cf269fc51f6800,"The elephant swam the river with its trunk above the water, what could it do?",experience sadness,choke,remember everything,breathe,forget nothing,3,"if its trunk was not above water, it couldn't breathe.",The elephant could breathe by taking in air through its trunk and then releasing it through its trachea.,0.05756673845462501
8144c8aed2c2fa534e089132131a1b41,All the contestants had to wait turn for their chance to what on American Idol?,have patience,stand in line,sing,get ready,get in line,2,American Idol is a show where contestants sing competitively,All the contestants had to wait turn for their chance to sing on American Idol.,0.30527425050968304
005374ba566a6c45c0578786bd750d16,"When you are drinking liquid, what are you doing?",need to urinate,vomiting,having fun,swallow,sickness,3,"In order to actually complete the action of drinking, a person must swallow the liquid.","Drinking liquid requires the body to process the liquid, so the body will naturally swallow it in order to rid itself of the liquid.",0.17213534918846563
ba7157159715a3197d1f5b7e839b16fe,What can be done to ice in order to give it a desired shape?,antarctica,sculptured,shaped,melted,carved,4,You can only control the shape of ice if you carve it.,"To ice a desired shape, it is necessary to first sculpt it using antarctic ice. This can be done by carving out a mold with a sharp knife or by using an ice chisel. After the shape is sculpted, the ice can be melted and carved further if necessary.",0.21851541730575264
faae13d6ef216890c4e90d41dcd64cbb,Where do you watch rubbish?,pooja hall,television,trash can,park,waste bin,1,C. televisiondo you watch rubbish?,You can watch rubbish on a television.,0.14306003088131547
cfafbb897a9c2772416ec78757de3d72,"The entrance hall had the host standing inside, what was the host?",palace,school,person,yoda,house,2,A person is the only thing option that could stand in an entrance hall,"The host of a party at a palace or school would be the person in charge of organizing the event, while the host of a party at a house would be the person in charge of the house.",0.7101292697479948
a089ac1a096bbb5e190b8443d7cf2882,What is a negative effect to someone other than a spouse when two spouses are getting divorced?,lot of grief,depression,no spouse,lose money,children suffer,4,Children are usually caught up in the middle assuming the couple had them,"When two spouses are getting divorced, it can have a negative effect on the children, as they may suffer from emotional and physical pain, as well as loss of their home and community.",0.051993971781485016
7d2b4837d2fc48881f906ba5adc47801,What is eating an unhealthy meal likely to cause?,gas,gaining weight,electrical circuit,indigestion,getting full,0,Because eating unhealthy meals will make you gain weight.,"Eating an unhealthy meal such as gas-producing foods like chips and fast food can lead to weight gain due to the lack of nutrients in the food.  Additionally, the gas may cause indigestion and make it harder to eat healthy foods.  Therefore, it is likely to lead to unhealthy weight changes over time.",0.057709381682798266
8092da807cd0bba511a524d3289bbda7,"Living in a humid climate can be uncomfortable, it leads to a lot of what?",sometimes bad,perspiration,reproducing,palpitations,hunger,1,Humidity makes you feel hot and sweaty,"Living in a humid climate can lead to increased perspiration, which can make the environment uncomfortable. ",0.24260926063288935
34d28fb5bbfe01a56bf82e9fd27e847a,"The man was in a rut of selfish thoughts and decided to commit suicide, he didn't think of the what it would cause others?",would die,dying,pain,jubilation,end life,2,The only thing that a suicide can cause another person is pain.,"The man was so consumed by his own selfish thoughts that he didn't consider the consequences of his decision, resulting in his death.",0.10124661786539946
506c81d0019b0cbb668d9d90181ecc5f,"Someone is putting is carpeting that can handle shoes and heavy foot traffic, where is it being installed?",gym,home or office,bedroom,church,houses,0,because seeing the question is the answer that best matches the question,"This question is asking about where the carpeting is being installed, which is a gym in this case.  It is being installed in a gym so that it can be used for exercise and activities such as yoga and pilates.  The carpeting will provide a cushioning surface and handle the weight of shoes and heavy foot traffic.  It will also help to reduce noise and provide a comfortable atmosphere for workouts.",0.09714586881455034
0091b3392595c7143c522486ca199b94,Where could you go to spend money?,supermarket,car show,water fountain,bank vault,art show,4,The art show is the place to spend money.,"Art shows can be a great way to spend money, as they offer an opportunity to learn, see, and appreciate different cultures and styles of art.  They also provide an opportunity to meet people and network with like-minded individuals.  Additionally, many art shows have discounts or free admission fees, making them a great option for those on a budget.",0.042672346491599455
3a92d14522b56fea9a99634d659904ea,What reaction would a fan have if they met their idol?,go crazy,cool air,hot shower,come in many sizes,cool room,0,A person who is known to be someone's fan would be thinking about them a lot. If they had a chance to meet their idol going crazy is likely what you'll see.,"A fan would be overwhelmed with joy and excitement if they met their idol, and would likely lose their mind.",0.6021520614740439
6dfafbc398a64e5bb0c5883de8962371,Where will glue stay usable?,closed container,art room,sticky,desk drawer,cabinet,0,Glue must be kept in a sealed container or else it dries out and is no longer usable.,Glue will stay usable in a closed container such as a jar or a can.,0.6049114279448986
cfe0c282e16fec85e449e72b1f63b1d3,"He wanted his favorite horse memorialized permanently, so what did he comission?",new hampshire,minnesota,engraving,canada,hay,2,"Engravings last for a long time, and are one way people use to attempt to make their memories last as long as possible.","He wanted his favorite horse to have a permanent memorial, so he commissioned a engraving of its image onto a plate and placed it in a prominent location.",0.13613841571714147
f2d27508d39eb7227b7ec6a750172342,Where is a good place to find a plate in the home?,cabinet,table,dishwasher,fridge,restaurant,0,"Cabinet is most specific, tables only have plates during meal times, restaurant is outside of the home.",A good place to find a plate in the home is in a cabinet. It is typically located near the kitchen or dining room and is easy to access. ,0.2060788506641984
5208880ea3b34d2de7ab59aedf499225,Where would you see people in uniform playing with a ball?,hole,television,sporting goods store,pool table,sporting event,4,Sport field is the only place you can see people in uniform playing with ball,"People in uniform are typically seen playing with a ball at sporting events such as football games, basketball games, and baseball games.  Pool tables and sporting goods stores are also common places where people in uniform are likely to be found.  Television and hole are the other two choices.",0.19025100601720624
1958f3bf80c4515629f0d342c540c0b8,Letters are sometimes delivered by hand through one of these.,mail box,suitcase,front door,bowl,post office,2,front door  Letters are sometimes delivered by hand through one of these.,Hand-delivered letters are usually delivered to the front door of a residence.,0.5416245646774769
2c83efa6633714d5fc4a7bc54597f00c,What may you experience after listening to a boring talk for a long time?,fatigue,hear things,headache,anxiety,learning,0,People are tired when they're bored.,Listening to a boring talk for a long time can cause fatigue. The brain can become fatigued from having to process the information and stay focused.,0.13482597949769115
4ade446432e243b902df00fbe1a28c67,"If a person is trying to weasel out of punishment for a crime, where are they likely to be?",court room,cherry tree,chicken coop,natural history museum,jail,0,Court rooms are used to defend or accuse people for crimes,A person trying to weasel out of punishment for a crime is likely to be in a court room.,0.2622121950262226
ecfd853b6cc3b46cf8c9e7bfdafc37e3,"The ficus grew vigorously, this is because it got plenty of humidity and weather where?",arboretum,trees,ecosphere,tropical rainforest,sunny window,3,Once place to find plenty of humidity and weather is the Rainforest,The ficus grew vigorously in the tropical rainforest because of the abundant humidity and weather. ,0.22827847150620073
128c0665119e544ddee3dab2d2f88d10,What happens to water in a leaky faucet?,water spout,wet clothes,dribble,power turbine,thin soup,2,IN A LEAKY FAUCET DOES NOT HAVING THE CONSUMPTION OF WATER IN INTERNAL AREA,"The water in a leaky faucet will eventually be lost to the surroundings, such as the ocean, unless something is done to stop the leak.  Water droplets can form on the surface of the faucet and lead to water damage around the area. To prevent this, something should be done to stop the leak. This could include replacing the rubber washer, using a repair tape, or using a bucket of water to put a seal around the faucet.",0.2606715821893886
82c7ea66c1f04961c0276bee85e9491f,If kids experience aging what will do?,become adults,hatred,distracting,open door,wonder about,0,"becoming an adult is a result of aging, the others are not","Ageing is a process of becoming more mature and responsible. This can involve becoming independent, finding one's place in the world, and developing a sense of purpose and meaning in life.  It is also associated with increased cognitive functioning and increased stress tolerance.  As people age, they will often experience a shift in their priorities, values, and interests. This can be a time of reflection and self-discovery, as well as a time of increased productivity and creativity.  Ultimately, ageing is a process of growth and development, and a chance to explore new possibilities.",0.014835710899205878
3d3db167c2b6690bda403472ee918776,"The dog loved to run after ball, it would do it over and over until it would what?",get tired,ball stopped,fall and hurt yourself,breathe,catching,0,since he would do it if he could it suggests the dog is tired,"The dog loved to run after the ball, but it would eventually get tired and stop because it was running too far and too fast.  It would then need to take a break to let its muscles and lungs recover.",0.19651710407924838
0cb703799cc99030a3c9d1856e520c21,"The final boarding group was called, once everybody was in their seat the what could depart?",theatre,in wedding hall,show,airplane,auditorium,3,"when everyone is on their seats, the airplane  will depart.","The final boarding group consisted of people from the in-flight entertainment system, which would be responsible for providing the cabin with food, entertainment, and communication. Therefore, it would be the best option to depart the plane.",0.16874729949631728
325ffb4414918aadb442fae8123534a1,Where is the milky way?,fog,candy bar shelf,stars,space,refrigerator,3,The milky way can only exist in space and consists of stars.,The milky way is a layer of dust and gases that lies between Earth and the sun. It is composed of particles that have been ejected from Earth's atmosphere and is visible in the night sky in places near the equator.,0.3823418542742729
e0022a3d1a91c7562149db451f024a03,"Though never finishing high school, why did she like reading?",free mind,better one's mind,further knowledge,open minded,further education,4,Studying outside of school in general by reading can help make one smarter,"Reading is an enjoyable activity for many people, including those who have never finished high school. It can provide a person with a better understanding of different topics, as well as giving them a greater appreciation for literature and storytelling. Reading can also be a great way to escape the mundane aspects of life and stimulate creativity and imagination.",0.08499447634676471
1c3cd8e27a5b9dfcc29a4837c833fa3a,"Stopping being married to each other might seem like a negative thing as it is an end, but it can also be a beginning that brings what?",grief,confusion,relief,depression,happiness,4,"While divorce is a negative thing for many, it also bring about happiness because your stress will be reduced.","Stopping being married to each other can bring about a sense of freedom and liberation, as well as a renewed focus on personal goals and priorities. It can also be a catalyst for deeper conversations and understanding, which can lead to more meaningful connections and relationships.",0.11354001432482619
d799214ad99e9aefb9beb192130457dc,Beavers are native to the northwest of north american such as what canadian region?,british columbia,woodlands,wooded area,niagara falls,body of water,0,British Columbia is a province of Canada in the Northwest region,"Beavers are native to the northwestern part of North American, specifically the British Columbia region of western Canada.",0.2928446533624083
d94b269e1f5097ac28236ca9de3663fb,"John found that being in love made him higher.  He wanted to share his love with everyone, to express it.  He wanted to do what all the time.",share naughty photos of himself,sing,live life,propose to woman,kiss,1,Singing is a form of expression that you can share with others.,"John found that being in love made him higher, so he decided to share his love with everyone by singing.",0.5482880787458271
996100504bd74ee0db840bce5d97f96b,Alexa needed a safe place to put her acoustic guitar when she wasn't playing it.  Where might she put it?,drawer,music shop,house,studio,closet,4,"a cupboard or a small room with a door, used for storing things, especially clothes","Alexa can store her acoustic guitar in a closet because it is a convenient and secure place. Closets provide a safe and organized space to store items, and they can be easily accessed when needed.",0.462333342526108
b910b271ebb1f2c795ac46ac0122d216,"John had a lot of respect for Jill, but not many other people did.  She faced a lot of what?",ignoring,being rude,disparagement,contumely,uncertainty,2,disparagement is the opposite of respect which is what John had for Jim.,Jill was subjected to a lot of derogatory comments and actions from people who had a low opinion of her.,0.030796247707257862
5f602cd6802191a84cb8e074478377ff,James loved to play violin.  He did it in his spare time because he found it what?,practise,relaxing,romantic,take lessons,tune,1,"Taking lessions and Practising are actions, not states of mind/feeling",James loved to play violin in his spare time because he found it what he enjoyed doing in his free time.,0.0398896533952211
30b7e947701cc149c818296535a95686,What happens to your bladder when you drink a lot of water?,stretchable,full,filled,padding,empty,2,you filled something if you put something in it,"Drinking a lot of water will cause your bladder to fill up with water, making it stretchable and full.",0.09533721081970725
8ae4a66ce7814ba419bfbe3b3fee2a04,While resting what are you trying to achieve?,lazy,relaxation,falling asleep,feel better,laziness,1,"Laziness is the cause of excessive rest, not the result. Falling asleep is not necessarily the intention when someone rests. Only relaxation is the intended result.",Taking the time to relax and do nothing can help you achieve a sense of calm and peace. It can help you disconnect from the world around you and help you focus on your own inner peace and wellbeing. ,0.0025843811308732256
88dc34fc9df0bdadbb9ec9a417c5967c,Where is the best place to make food?,kitchen,supermarket,table,stomach,restaurant,0,"A kitchen is the only place where you prepare food, the others are for buying and eating food.","The best place to make food is in your own kitchen. Supermarkets and restaurants are great places to get ingredients, but the quality of food you can make there is usually inferior to what you can make in your own kitchen.  Therefore, it is best to make food in your own kitchen, where you can control the quality and flavor of the food.",0.24280062271282077
3d9b7ab6f887f329deea37ed37c516ae,Where would a sofabed be used only for guests?,sitting room,living room,basement,dinning roam,spare room,4,"While it is possible a sofabed would be in a living or sitting room, a spare room is the likeliest room for sleeping.","A spare room would be a good place to store a sofabed when it is not being used, as it would provide a space for guests to rest and stay comfortable.  It is also close to the main living area, making it convenient to use when needed.",0.492765462026
744c59def38616a8e4794d4ba1029bad,Grapes are often grown in what sort of location in order to produce a beverage that impairs the senses when inbibed?,rows,bowl of fruit,winery,painting,fruit stand,2,A winery is the only place that makes an alcoholic drink from grapes.,"Grapes are typically grown in a warm climate, such as in a winery, in order to produce a beverage that will have a high sugar content and be in a dark color.  The wine produced from grapes grown in this environment will have a higher acidity than normal and will have a more intense flavor.  Additionally, the higher sugar content will make it easier to digest and will contribute to a longer drinking experience.",0.268009977939073
ff7ca9c294f1bba7900a35669b4b6163,"If you didn't find any plants on another planet, where might you look to find some?",surface of earth,park,greenhouse,windowsill,ice burg,0,"The surface of the Earth have plenty of plants, unlike the other options that are much more limited in scope.","Plants can be found on the surface of Earth in a variety of habitats, such as parks, gardens, and greenhouses. Additionally, plants can be found in the windowsill of your home.",0.16444163798587397
c57a632a43556a3883d4b6afe86b3f59,Where would you put a sealed drink if you want to bring it with you?,cup,cabinet,cardboard box,stumble,backpack,4,Backpacks- Buy Travel Backpacks Online at the Lowest prices in India on Flipkart. Huge collection of college backpacks & waterproof backpacks under Rs.899 ...,A sealed drink can be stored in a backpack because it will not require any additional space or preparation. It can be easily transported and secured while still being accessible for when it is needed. ,0.10235344240209088
9c73026c261559a778da09c428c12f09,What causes fear in skating?,injuries,increased heart rate,might fall,can't stop,move fast,2,falling is probably the largest fear associated with skating,"If a skater falls, it is because they have been moving too quickly and have lost control of their skate. This can be caused by a lack of balance, lack of coordination, or fear of injury.",0.36746287962887436
fa3bc7cc28ed11cb870e614107ce5f97,What do ships other than cargo ships do when they are in the ocean?,bottom out,cross ocean,collide,cross river,carry people,4,Ships carry people across the ocean if it's not a cargo ship,"Ships other than cargo ships typically carry passengers or cargo.  Therefore, they will be crossing the ocean or river in order to carry people or goods.",0.27452809402711864
13e7b5c43425c5bfe06177a94ff0a714,Where could you find some plumbing that would be able to help you if you are thirsty?,show,oil refineries,bathroom,hardware store,water fountain,4,"You can drink from a water fountain, but not from an oil refinery or ""show"".","You can find plumbing at a hardware store that would be able to help you if you are thirsty.  The plumbing items at a hardware store include faucets, toilets, sinks, showers, and pipes.  You can also find plumbing repair and installation services at a hardware store.  If you are looking for something more specific, you can also find plumbing catalogs and online resources that can provide you with more detailed information about the different plumbing products and services.",0.6389329358935356
cd4711d67a1f83d54ce142ee141ba6cd,Jim chose clear paint.  He could have chosen another type but it would have covered up the natural beauty of the wood.  What sort of paint could he have chosen instead?,opaque,opal,obscured,obscure,thick,0,Opaque means to cover up or not see through,Jim could have chosen an opaque paint which would have completely covered up the natural beauty of the wood.,0.08639282794320025
ff15c499b34d66b576a54d6a411548fc,How are people not likely to find those always holding  a remote?,attached,lovable,companionable,close,likely,2,People who are always holding a remote are not likely to seem companionable,"People are likely to find those who are always holding a remote in a companionable environment, such as in their living room or workplace.  They may be able to play with it, ask questions, or even borrow it for a period of time.  Remote holding is a great way to stay connected and can provide an opportunity for people to check in on a situation without having to get up from their seat.  It can also be a great way to listen to music or watch a movie without the need for physical interaction.  Those who are always holding a remote are likely to find a comfortable place to hold it, such as in their lap or on a table beside them.  They may also want to keep it close to them in a secure area.  Ultimately, those who are always holding a remote are likely to find a way to use it without having to put it away.",0.2446899019414559
31f6e5d34aec1c66c0fcf15350da8b7c,"There is a hard substance that must take on different forms, what are these forms?",ice cream ,chipped,formed into cubes,antarctica,found in artic,2,A cube is the only form listed,"Ice cream is a form of frozen dessert, usually made from dairy products such as milk, cream, and sugar. It is usually flavored with chocolate, vanilla, or other ingredients. Ice cream is usually scooped into a bowl and topped with a topping of some kind. However, it can also be served in a cone and eaten as a snack. Chipped ice cream is a type of ice cream that is scooped into a bowl and topped with granola or chocolate chips. It is usually less creamy than ice cream and has a more granular texture. Found in artic is a type of ice cream made with a mix of milk, cream, and sugar that is usually flavored with a hint of vanilla and is lighter in color than regular ice cream. It is usually spreadable and has a firmer texture.",0.5193358284886926
4b78231468cca70bece4051e6add5845,"What will eventually happen someone who is committing murder, even if he or she is not caught?",ocean,fear,own death,imprisonment,incarceration,2,"The emphasis is on the person not being caught. If they aren't caught, they would not eventually receive imprisonment or incarceration.","If a person is committed to murder and is not caught, they will eventually face their own death penalty or be convicted and imprisoned.",0.15212941271602176
c4bbb6307bdc1c4018d4a2185540c216,"The person was looking for the bus arrival time, what did he do with the station schedule?",read text,cross street,enjoy learning,throw away,play dumb,0,"If you need information (arrival time), you read the signs or information given","The person was looking for the bus arrival time, so they could plan their schedule accordingly. They could have easily found the information they were looking for by reading the station schedule, or by looking at the map or calendar. ",0.05205883286544122
70bb8bcf5b397f7ce181ce0300f4fb80,Where would people go after they pick some food to buy in a store?,apartment,bus depot,neighbor's house,restroom,end of line,4,the only place that might have,"People would typically go to the end of the line to buy food, as it is the closest store to where they are living or where they are going.",0.027938233532040613
2ed103a29caf30fd3f214f89bc1ab7ce,Where can you find a tennis court for non professionals?,athletic club,country club,recreational center,college campus,zoo,2,recreational centers are the only place that the general public can access athletic courts,"A recreational center is a place where people can go to enjoy themselves, usually by playing a variety of recreational activities such as tennis, basketball, and swimming.  It is usually located near a lake or pool, and may also offer other amenities such as a gym, sauna, and outdoor terrace.  It is a great place to relax and enjoy a day away from the hustle and bustle of the city.",0.17765358369797468
32dbf4663b48c7c169c5ca520336f5a6,Where are people likely to leave a car in a parking lot for an extended time?,shopping center,airport,business district,city,swimming pool,1,"Most people probably leave their vehicles at the parking lot when they fly, or when their waiting to pick people up at the airport.",People are likely to leave their cars in an airport parking lot for an extended time in order to save money on parking fees.,0.25191208766773343
d0f6be91ef071b5a5a4a9a84c5138446,What is the goal of a poor person having food?,digesting,being full,will not starve,survive,getting fat,2,will not starve is the goal of a poor person having food,"A poor person who has food is able to maintain a healthy weight because they have access to a sufficient amount of food that is nutritious and balanced.   By having food, they are able to avoid becoming malnourished and suffer from hunger-related illnesses.  Having food also provides the necessary energy and nutrients that the body needs to function properly, and helps to keep the person in good health.  Therefore, having food is a key component for achieving a healthy weight and avoiding hunger-related illnesses.",0.18576284195296466
5bca64f01e0b198788458574379679db,"The poker player was not gaining money on the night, what was he doing instead?",loosing,broke,lost,loss,waste,0,if you are not winning then you are loosing.,"The poker player was losing money on the night, likely due to a combination of bad luck and poor play.",0.33941701547882985
f4d2735e9a459b4397f79bace43f0ebd,Simon put crayon pictures on the wall of what?,classroom,labyrinth,zoo,art show,prison,0,A classroom is the most likely place to contain crayon pictures.,Simon put crayon pictures on the wall of a classroom.,0.18224313177051954
9d96da3df798f35f99c73414d96cc732,WHat does someone usually produce a lot of when getting divorce?,freedom,tears,richer,depression,tissues,1,"Getting a divorce is a hard time for everyone involved, especially for any children that may be involved.","When someone is getting divorced, they usually produce a lot of tears. This is because they are going through a lot of emotional pain and are likely to be feeling sad and alone.",0.3672222300665453
fc0e9a19e07526173bdfc3d384364695,"If you're a small dog owned by your father's mother, where would you live?",the enterprise,baby carriage,basket,grandma's house,barbeque,3,my father's mother is my grandma,"If you're a small dog owned by your father's mother, you would most likely live in a basket or baby carriage, as these are the items your father's mother would use to take care of you. ",0.09402807630249299
9a52293c9ae2a7c40b76d9ad42f979dc,Where would you look for lasagna after it has been cooked?,plate,market,freezer,plate,store,3,cooked food is found on plates,Lasagna would be served on a plate after it has been cooked.,0.0
5763fba88830e92efd29d39cf232f4b2,"It was very humid and he wasn't hydrated, so when he was running he was stricken with what?",becoming tired,sore feet,tiredness,leg cramps,headache,3,Cramps is something you have when you are running.,"Leg cramps are caused by a combination of factors, including lack of hydration, poor posture, and excessive fatigue.  Without proper hydration and rest, the body can become dehydrated and suffer from muscle fatigue, which can lead to leg cramps. Poor posture and lack of mobility can also contribute to leg cramps. Additionally, certain medications and illnesses can also cause leg cramps.  It is important to ensure that the individual is taking proper care of their body and drinking enough water to avoid leg cramps.",0.1399912888664403
846a368a6c74259556f8df1a31db77cb,"When he was a small child he called the giraffe mascot a cow, it was a fond memory of the now defunct what?",toy store,story book,great outdoors,countryside,wildlife refuge,0,A CHILD IN A TOY STORE TO CALLED THE GIRAFFE MASCOT A COW.,"When he was a small child, he probably called the giraffe mascot a cow because that is what it was called then.  It was a fond memory of the now defunct toy store.",0.050961943043148494
bbaf1e1fac9df4e2f010dac54313fbc9,If you know how to read and write you are what?,smart,literate,have paper,not give up,creativity,1,Literate is defined as having the ability to read and write.,A literate person is defined as someone who can read and write.,0.16231865738518536
9b9e16463083000b9dc8ac9cde1f4dd5,What happens to the person that is well known for frequent farting?,social ostracism,evil,loud noise,bad smell,stinking,0,"Social ostracism is the only choice that is a consequence of being known for frequent farting, a violation of social norms.","The person who is known for frequent farting is likely to face social ostracism, such as being excluded from social gatherings and not being invited to parties. This is because people may be uncomfortable being around someone who is known for their flatulence.",0.10864000715810107
d8aac7ab44748d286510082fc6a5c85d,Where are people usually most comfortable?,spend time,taking bath,own land,own home,talk to each other,3,Own home is the only option that can make someone feel comfortable,"People are usually most comfortable in their own home, as it is a place where they can feel most secure and at ease.  It can also provide them with the most privacy and space to relax and enjoy themselves.  Additionally, it can be a place where they can share their thoughts, feelings and ideas with those they trust most.  Ultimately, it is a place where they can feel most at home.",0.06528202569461428
05df7eb39c7e60794d8bc4ff0eb45dc2,Climbing a hill when hiking can really give one an appreciation of what?,countryside,landscape,virginia,great outdoors,price,3,“Somewhere between the bottom of the climb and the summit is the answer to,Hiking up a hill in the great outdoors can be a great way to appreciate the scenery and get a good workout.  It can also help to get a good understanding of the price of nature.,0.07576983780018054
b9509335e214710a7c3cabde7c975cab,"If I needed help with answering questions, what would help me?",getting tired,better grade,sharing information,interesting,teaching,2,sharing information would help me to answer questions,Sharing information is a great way to help other people understand a concept. It can also be helpful when looking for answers to specific questions. ,0.0947022988111712
66f63ed652a6f968e44c5750aba5f130,If you need to go on stage but the stage is elevated you must do what?,have talent,climb stairs,in play,crawl,teach,1,climb stairs to gain elevation.," Because the stage is elevated, the only way to get on stage is to climb stairs.",0.859446382150054
5f7d15d85b9b88dbdbfc4c809a16ce8d,We live in a small town and when we want to have a nice meal out we go where?,restaurant,dining room,mars,big city,shopping area,3,A small town would have limited choices for a nice meal.,"The town we live in has a thriving shopping area, as well as a variety of restaurants and dining rooms.  It is the perfect place to enjoy a nice meal out.  ",0.18963996265665628
74a879fff9b1ed06cd542846f115a5da,What happens when we fail at something we attempt?,leave,give up,trying,we get shunned,fail,0,the process of aging in humans,"When we fail at something we attempt, we usually end up leaving the situation in a worse state than when we started. This is because we have given up or stopped trying to achieve our goal.",0.008852308812492993
8a2e776c8704404232b3e77c7240f6c4,Where are there often spiders in a house?,in wall,cellar,floor,web,basement,4,"basements generally are dark and have moisture, ideal place for spiders.","Basements are often filled with spiders due to their high humidity and warm temperature, as well as their lack of insulation.",0.16012328676879406
59905f24a7eefd94844c64a2b5a5a25d,"The hot weather gave me a heatstroke, what did I need to do immediately to stay alive?",cool off,build a snowman,cut hair,eat ice cream,swim,0,The antidote for heatstroke is to lower one's body temperature and cool off.,None.,0.5957290546502918
14af88627f94277c081a5233ef8921f4,Where might I find the names of a place to stay?,hotel,phone book,motel,in a story book,city,1,Phone book is the only option that is not a place to stay,You can find the names of places to stay in a phone book.,0.018840243479644414
542e863b329ce84194e9d6313ee37b64,Where might a person visit if they need a new trumpet?,marching band,orchestra,dance club,high school band,music shop,4,A music shop is likely the only place to sell a new trumpet,"A person might visit a music shop if they need a new trumpet. The shop would likely have a selection of trumpets of different sizes, prices, and styles. They could also take a lesson or two to learn how to play the trumpet.",0.09011997980996966
16dc298f61f8bb442c5e72a243085ccc,"She had a problem that she would always spend money, her favorite hobby was to what?",make things,earn more,buy things,make money,go shopping,4,I have spend money in night time,"Her favorite hobby was shopping, so that is why she would always spend money on it.",0.07878344356140587
cf8d2ce54d3d0842f623fc987fc721f3,"When looking for a non perishable food in your house, you'll often go look in the?",stove,table,plate,jar,pantry,4,The pantry is a place to store things that dont need to be in a fridge or refrigerator because they wont go bad quickly,The pantry is a great place to look for non perishable food as it is usually filled with items that will keep for a long time.  It is also a convenient place to store food that is being cooked or prepared.,0.4610771741718054
6e78cb0abe9efca986d6cd9bd1a13e66,If a soldier is directed by someone with a higher status what do they have to do?,die in battle,coming home,shoot enemy,storm buildings,follow orders,4,Soldiers must obey orders from their superiors,"A soldier is expected to follow the orders given to them by their superiors, regardless of the status of the person giving the order.  For example, if a soldier is directed to storm a building, they have to do so even if they are told it is unsafe.  This is because the soldier is expected to follow the orders regardless of the safety of the environment.",0.28728263219818473
cb5b375a89dc99e40f41f24fcf9a56a4,What is best for a rosebush?,temperate climate,botanical gardens,flower garden,front lawn,hedgerow,0,"Knowing rosebushes are very delicate and difficult to grow, one would assume temperature climate would be a key attribute to growing them.","A rosebush will do best in a temperate climate, which is one that receives plenty of sunlight, has warm summers, and cold winters with snow. A rosebush will thrive in this environment, as it needs the moisture and warmth to produce flowers.",0.27427803387399763
3cf2b7edac6248d75d197bfa87178d3c,Where would you get a contraceptive if you do not have one?,health center,vagina,emergency room,drawer,medicine cabinet,0,"A health center would be the most likely place to get contraceptive, if you do not possess one already.","You can get a contraceptive from a health center, such as a birth control pill or an IUD.",0.271481306059286
ca4ee4cb4151443436aca04f7b3cc65b,"When the man needed storage for his personal belongings, what did he look to rent?",building,dumpster,attic,warehouse,michigan,0,A building is the only place where he would be able to store his personal belongings.,"The man was looking for a place to rent a building in which he could store his personal belongings.  He did not want to rent a dumpster, attic, or warehouse, as these places are not suitable for storing valuable items.  He was only able to find a building in the michigan area, which is why the man chose that option.",0.0910735585312068
69f74cde58f6505e9deb87ae329a2b9b,When people have a birthday what normally happens?,talk to each other,loud sounds,work in teams,kiss each other,receive gifts,4,gift giving is the most common birthday activity of the choices.,"When people have a birthday, they usually celebrate it with friends and family by having a party or dinner. They might also get a present or two from their loved ones. ",0.18159735668450594
80881c10ef15c0ccc5ef71aeb32d175f,The president keeps his pajamas where?,white house,corporation,closet,country,government,0,WHITE HOUSE IS THE AFFILITED PLACE TO LIVING,The president keeps his pajamas in the white house.,0.03151819936465472
959c8a53cadf7416fee5ff1b2af24d8e,Where is likely to have a popular delicatessen?,city center,mall,shop,michigan,large city,4,Shop is a store and  Michigan is a state so they would not be the place to go for sandwiches," Popular delis in large cities often have a large selection of items, including sandwiches, salads, and desserts. They also often offer catering options and take-out services.  Additionally, many large cities have a wide variety of ethnic restaurants, so it is easy to find something that everyone in your party will enjoy.  ",0.22711903357412666
6284aafff63d8b49942cc03cd0ec72a3,John wanted to take pictures of wild gazelle. Where might he go to find one?,kalahari desert,open plain,sheep pen.,trophy room,ball gown,0,. kalahari desert ohn wanted to take pictures of wild gazelle. Where might he go to find one?,"The kalahari desert is a great place to find wild gazelles. It is located in the far north of Africa and is one of the hottest places on earth. With temperatures regularly reaching over 50 degrees Celsius, it is the perfect environment for any kind of wildlife. ",0.7317191986367106
a9432e7b9cf609545d096c0ed60f914f,The big match was today and those lucky enough to have tickets filled in to the what?,football stadium,bus depot,bath,surface of earth,apartment,0,A big match is most likely to be held in a football stadium.,The big match was played today and those who had tickets filled in to the stadium.,0.17811917475773953
1ca7ce3d7fa8df03b1baddf761647dd0,What is likely to happen immediately a rash killing?,go to the store,going to jail,being imprisoned,feeling of guilt,no longer live,3,A and B would not happen immediately,A person is likely to experience guilt when they have committed a rash act that could have potentially caused someone else's death.,0.41063919255975634
